KODE PUSK.,NAMA PUSKESMAS,JENIS PUSKESMAS,latitude,longitude
P3274020203,PESISIR,2,-6.7070389,108.5636114
P3274020204,CANGKOL,2,-6.7218072,108.572396
P3274030201,JAGASATRU,2,-6.728527,108.5619034
P3274030202,ASTANAGARIB,2,-6.722693599999999,108.5659519
P3274030203,PEKALANGAN,2,-6.7188587,108.5620265
P3274030204,PULASAREN,2,-6.725309,108.5672476
P3274040201,KESAMBI,2,-6.7191199,108.5522838
P3274040202,GUNUNG SARI,2,-6.7146916,108.5532297
P3274040203,SUNYARAGI,2,-6.7321594,108.4977239
P3274040204,MAJASEM,2,-6.7364615,108.5309379
P3274040205,DRAJAT,2,-6.7401684,108.5162989
P3274050201,KEJAKSAN,2,-6.7050332,108.5573214
P3274050202,JALAN KEMBANG,2,-6.709149399999999,108.55345
P3274050203,NELAYAN,2,-6.707084699999999,108.5629283
P3274050204,PAMITRAN,2,-6.712604,108.5583406
P3275010101,PONDOK GEDE,1,-6.2702696,106.9119127
P3275010202,JATIBENING,2,-6.262809,106.9557655
P3275010203,JATIMAKMUR,2,-6.2746147,106.9261853
P3275011101,JATISAMPURNA,1,-6.3629976,106.9268871
P3275012201,JATIRAHAYU,2,-6.2955877,106.9258195
P3275012202,JATIWARNA,2,-6.3052909,106.9335547
P3275020201,JATI ASIH,2,-6.2917466,106.9640011
P3275020202,JATI LUHUR,2,-6.3106333,106.9487964
P3275030101,BANTAR GEBANG,1,-6.3220437,106.984431
P3275031201,MUSTIKA JAYA,2,-6.2732654,107.0333865
P3275040201,DUREN JAYA,2,-6.2473453,107.0295362
P3275040202,WISMA JAYA,2,-6.230900399999999,107.0314841
P3275040203,KARANG KITRI,2,-6.257309299999999,107.0091101
P3275040204,AREN JAYA,2,-6.2142579,106.9681471
P3275041201,PENGASINAN,2,-6.2733101,107.0094759
P3275041202,BOJONG MENTENG,2,-6.221995799999999,107.0159597
P3275041203,BOJONG RAWA LUMBU,2,-6.2586924,107.0041804
P3275050201,PERUMNAS II,2,-6.2457968,106.989183
P3275050202,JAKA MULYA,2,39.0457549,-76.64127119999999
P3275050203,PEKAYON JAYA,2,-6.2675318,106.9753914
P3275050204,MARGA JAYA,2,-6.2409609,106.9941287
P3275060201,KOTA BARU,2,-6.2130543,106.9673759
P3275060202,RAWA TEMBAGA,2,-6.2334954,106.981166
P3275060203,BINTARA,2,-6.2312906,106.9599836
P3275060204,BINTARA JAYA,2,-6.239538899999999,106.9469594
P3275060205,KRANJI,2,-6.2290513,106.9706634
P3275061201,PEJUANG,2,-6.236203799999999,106.9774091
P3275070101,SEROJA,1,-6.205341000000001,106.989237
P3275070202,TELUK PUCUNG,2,-6.1800418,106.9972815
P3275070203,MARGA MULYA,2,-6.221935999999999,107.0250175
P3275070204,KALIABANG TENGAH,2,-6.2357532,107.0223699
P3276030101,SUKMAJAYA,1,-6.389111400000001,106.838166
P3276040101,CIMANGGIS,1,-6.3939207,106.8648787
P3276020201,PANCORAN MAS,2,-6.402924899999999,106.8193358
P3276020202,DEPOK JAYA,2,-6.3903417,106.8124738
P3276020203,RANGKAPAN JAYA,2,-6.4112008,106.7916539
P3276020204,CIPAYUNG,2,-6.4199978,106.7932904
P3276050201,BEJI,2,-6.3761459,106.8216684
P3276050203,KEMIRIMUKA,2,-6.378314899999999,106.8354976
P3276050202,TANAH BARU,2,-6.388739999999999,106.80493
P3276030206,PONDOK SUKMAJAYA,2,-6.40935,106.8449456
P3276030202,ABADIJAYA,2,-6.395046700000001,106.8517512
P3276030203,BHAKTIJAYA,2,-6.375054599999999,106.8526619
P3276030207,CILODONG,2,-6.4344241,106.8389653
P3276030205,KALIMULYA,2,-6.446492,106.8190641
P3276030204,VILLA PERTIWI,2,-6.4194766,106.8545278
P3276040204,TUGU,2,-6.3564443,106.8569758
P3276040207,PASIR GUNUNG SELATA,2,-6.3441792,106.8386717
P3276040206,HARJAMUKTI,2,-6.382235,106.89094
P3276040208,MEKARSARI,2,-6.3668456,106.8704839
P3276040203,SUKATANI,2,-6.3971463,106.8898534
P3276040202,TAPOS,2,-6.4100274,106.8903073
P3276040205,JATIJAJAR,2,-6.4202809,106.8594967
P3276040209,CILANGKAP,2,-6.43439,106.8664782
P3276040210,CIMPAEUN,2,-6.448662499999999,106.8660538
P3276010201,SAWANGAN,2,-6.4049964,106.7634112
P3276010204,KEDAUNG,2,-6.3624916,106.7496402
P3276010203,PASIR PUTIH,2,-6.4255741,106.7842231
P3276010205,PENGASINAN,2,-6.4204249,106.7378541
P3276010202,DUREN SERIBU,2,-6.397840899999999,106.7769959
P3276010206,BOJONGSARI,2,-6.359727899999999,106.7292986
P3276060202,CINERE,2,-6.3497957,106.7759348
P3276060201,L I M O,2,-6.374631,106.789989
P3277010201,CIMAHI SELATAN,2,-6.895099399999999,107.5365001
P3277010202,MELONG ASIH,2,-6.926173599999999,107.5631847
P3277010203,CIBEUREUM,2,-6.9049331,107.5656268
P3277010204,CIBEBER,2,-6.883443,107.522147
P3277010205,LEUWIGAJAH,2,-6.883443,107.522147
P3277010206,MELONG TENGAH,2,-6.922328,107.5532749
P3277020201,CIMAHI TENGAH,2,-6.872030199999999,107.5422173
P3277020202,CIGUGUR TENGAH,2,-6.8873089,107.5482564
P3277020203,PADA SUKA,2,-6.8735195,107.5276488
P3277030201,CIMAHI UTARA,2,-6.8739329,107.5560512
P3277030202,CIPAGERAN,2,-6.8549068,107.5389352
P3277030203,PASIRKALIKI,2,-6.8882624,107.5719122
P3277030204,CITEUREUP,2,-6.488220699999999,106.8816138
P3278010201,KAWALU,2,-7.3731796,108.212472
P3278010202,KARANGANYAR,2,-7.372427399999999,108.1814105
P3278010203,LEUWILIANG,2,-7.385103799999999,108.2064666
P3278020201,TAMANSARI,2,-7.2941689,108.168068
P3278030201,CIBEUREUM,2,-7.3549766,108.2699499
P3278031201,PURBARATU,2,-7.336839400000001,108.2599946
P3278040201,KAHURIPAN,2,-7.3431281,108.2281373
P3278040202,TAWANG,2,-7.3236255,108.2207002
P3278050201,CIHIDEUNG,2,-7.3410667,108.2082573
P3278050202,CILEMBANG,2,-7.3278793,108.2116884
P3278060201,MANGKUBUMI,2,-7.3405895,108.1587688
P3278060202,SAMBONGPARI,2,-7.345253,108.2040141
P3278070201,INDIHIANG,2,-7.3171756,108.1982578
P3278070202,PARAKANYASAG,2,-7.3013718,108.2087728
P3278071201,BUNGURSARI,2,-7.305730000000001,108.1695504
P3278071202,SUKALAKSANA,2,-7.2941689,108.168068
P3278071203,BANTAR,2,-7.323034,108.2010351
P3278080201,CIPEDES,2,-7.316283399999999,108.2167632
P3278080202,PANGLAYUNGAN,2,-7.3180346,108.2058489
P3278080203,CIGEUREUNG,2,-7.3022112,108.221282
P3279010201,BANJAR I,2,-7.370674,108.5068265
P3279010202,BANJAR II,2,-7.3836362,108.4827542
P3279010203,BANJAR III,2,-7.377626099999999,108.5368833
P3279020201,PURWAHARJA I,2,-7.359926999999999,108.5425213
P3279020202,PURWAHARJA II,2,-7.3583804,108.5695628
P3279030201,PATARUMAN I,2,-7.3861054,108.5392712
P3279030202,PATARUMAN II,2,-7.4078206,108.5868525
P3279030203,PATARUMAN III,2,-7.3706874,108.5342487
P3279040101,LANGENSARI II,1,-7.3522662,108.6418865
P3279040202,LANGENSARI I,2,-7.37186,108.6274957
